"","V1","V2","V3"
"1",103.214443307226,5.01249564939848,9.36832384540696
"2",97.3631833745623,6.24717320740011,10.3698087374237
"3",92.1097687126575,6.3158652859414,6.54192775797346
"4",121.863817883364,8.53912889151501,5.32608207538562
"5",92.2425904664393,8.61229540420162,6.48808971531191
"6",118.753065378369,9.10531624988248,10.1772343053721
"7",89.9464475185548,12.2010318305364,10.70615900602
"8",4.92206033058395,107.163812161677,8.01481734870256
"9",13.6474675481633,94.5819009003147,17.2820347168567
"10",10.6413871945226,106.697452432922,5.83237080596067
"11",10.7754150099189,106.979015498907,10.4585705127255
"12",9.84420970793161,113.58991473386,10.9316983192402
"13",7.86402240451908,93.8348057416857,9.66407236074985
"14",13.9098313398995,9.00144916130854,96.8727618412889
"15",12.2148636952499,13.5879819760401,86.1323688538278
"16",9.329139417767,6.35369008383957,94.8061549224063
"17",8.09864194166459,10.7848052867766,99.448722417659
"18",8.84630763817777,6.96426105934016,116.649124132871
"19",6.60081318785976,9.2447768799244,98.9618009044609
"20",9.23853209979804,8.21477056461401,103.223094426856
