"","V1","V2","V3"
"1",87.0760231836769,5.01249564939848,9.36832384540696
"2",77.4544945919714,6.24717320740011,10.3698087374237
"3",102.841299956027,6.3158652859414,6.54192775797346
"4",89.6956807692624,8.53912889151501,5.32608207538562
"5",99.3073873227712,8.61229540420162,6.48808971531191
"6",105.195042259959,9.10531624988248,10.1772343053721
"7",95.8196127325255,12.2010318305364,10.70615900602
"8",4.92206033058395,103.147460952355,8.01481734870256
"9",13.6474675481633,120.574047750966,17.2820347168567
"10",10.6413871945226,88.0967129611069,5.83237080596067
"11",10.7754150099189,99.1604703556747,10.4585705127255
"12",9.84420970793161,96.6901962958469,10.9316983192402
"13",7.86402240451908,88.8677735260672,9.66407236074985
"14",13.9098313398995,9.00144916130854,97.5428962144006
"15",12.2148636952499,13.5879819760401,98.3783420580553
"16",9.329139417767,6.35369008383957,107.163812161677
"17",8.09864194166459,10.7848052867766,94.5819009003147
"18",8.84630763817777,6.96426105934016,106.697452432922
"19",6.60081318785976,9.2447768799244,106.979015498907
"20",9.23853209979804,8.21477056461401,113.58991473386
